ID Client,Nom du Client,Prénoms du Client,Date de Naissance,Date d’Entrée en Relation,Adresse Postale,Ville,Pays,Continent,Numéro de Téléphone,Code Postal,Email
177,Renault,Georges,1938-02-08,2013-05-11,"39, boulevard de Becker",Grégoire-sur-Mer,France,Europe,,94331,isimon@de.fr
178,Marchand,Margot,1980-02-22,2016-09-04,"4, rue Meyer",Fontaineboeuf,France,Europe,,33958,guillaumejacques@henry.com
179,Seguin,Jeannine,1960-04-04,2022-02-18,"60, rue Danielle Dumas",Legrandnec,France,Europe,+33 5 80 85 64 90,27475,oceane84@live.com
180,Lelièvre,Margaud,1962-07-29,2019-02-06,"7, rue Guillou",Baudry-sur-Pottier,France,Europe,+33 (0)8 06 07 92 54,94949,ines28@caron.fr
181,Martel,Margot,1964-08-02,2021-05-19,"805, avenue de Torres",Lombard-sur-Mahe,France,Europe,01 49 59 53 47,76007,faureemile@lebrun.com
182,Gaillard,Brigitte,1965-05-23,2021-10-19,"37, chemin Michelle Bouchet",Sainte Pénélopedan,France,Europe,03 96 49 80 96,81738,marysevasseur@gerard.fr
183,Bouvet,Patricia,1951-03-31,2023-07-09,rue Lacroix,Sainte Carolinedan,France,Europe,+33 2 68 78 92 77,78285,fgomez@herve.fr
184,Martin,Christine,1966-04-06,2021-09-22,"5, rue de Jacquot",Rey-sur-Mer,France,Europe,0154692830,69503,pottierlucas@louis.net
185,Masse,Renée,1963-04-29,2017-10-28,chemin de Étienne,Morvan,France,Europe,,44728,nathalie10@godard.com
186,Laporte,Gabrielle,1947-05-31,2023-07-12,"76, rue Robert",Martineznec,France,Europe,,89797,adrien05@laposte.net
187,Antoine,Agathe,1949-06-23,2021-04-20,"409, rue Julien",Grenier-sur-Denis,France,Europe,,48745,adelaide06@hotmail.fr
188,Benoit,Bernadette,1983-05-22,2009-10-06,"512, avenue de Jourdan",Prévost-les-Bains,France,Europe,+33 8 03 60 52 07,77466,martinezcapucine@ledoux.org
189,Laurent,Zacharie,1972-04-17,2011-09-20,"41, rue Michel Foucher",Thomasdan,France,Europe,+33 6 83 04 36 95,37899,bboutin@guillou.com
190,Petitjean,Claudine,1973-05-21,2011-06-01,"409, rue Martine David",Labbé,France,Europe,0440884821,13757,alain15@free.fr
191,Charles,Patricia,1975-05-02,2021-04-22,"69, avenue de Julien",Rogerboeuf,France,Europe,01 90 64 98 25,71532,emmanuelle70@hebert.fr
192,Guichard,René,1952-07-27,2017-12-24,"1, rue Vidal",Lombarddan,France,Europe,,73205,collinfrederique@wanadoo.fr
193,Adam,Xavier,1994-04-06,2024-01-30,"7, boulevard de Bègue",Carre,France,Europe,04 10 87 22 05,25058,claudine72@laposte.net
194,Toussaint,Maggie,1981-10-25,2011-08-31,"389, boulevard de Gautier",Saint Paulette,France,Europe,0131221079,47159,huetalex@dupuy.fr
195,Valentin,Thierry,1946-12-15,2019-04-26,"92, rue de Buisson",Albertboeuf,France,Europe,+33 (0)3 38 84 04 42,58023,camille71@sfr.fr
196,Cohen,Joséphine,1959-12-15,2011-09-11,"355, boulevard Élise Perrin",Charrier-les-Bains,France,Europe,+33 8 03 75 78 00,71365,simonepereira@leconte.com
197,Poulain,Henriette,1983-05-22,2017-10-09,"73, avenue Rousset",Gimenez-sur-Perrin,France,Europe,05 50 07 21 63,72694,adelaidecousin@tessier.net
198,Martin,Emmanuelle,1957-10-22,2013-07-27,"913, avenue Payet",Robindan,France,Europe,+33 5 54 69 31 64,08018,laurencerichard@guillet.com
199,Perrot,Alexandria,1972-01-06,2010-10-17,"9, rue Baron",Bonnin,France,Europe,,83172,kgautier@ifrance.com
200,Lebrun,Claire,1950-08-17,2023-09-10,"8, chemin de Bailly",Cordier-sur-Philippe,France,Europe,0327693813,80836,rogerlaurent@hotmail.fr
201,Evrard,Étienne,1997-01-19,2011-09-11,rue Gaillard,Merle-les-Bains,France,Europe,+33 (0)5 92 16 80 58,21593,dorothee01@rocher.fr
202,Laroche,Anouk,1937-02-02,2018-01-31,rue Hugues Dubois,Aubrynec,France,Europe,0800386399,82262,vincent05@free.fr
203,Ferrand,Arthur,1947-09-29,2016-05-22,"65, rue Joubert",Boulaydan,France,Europe,,13449,slefevre@orange.fr
204,Martineau,Victor,1953-08-10,2009-05-11,"82, chemin de Gomez",Guyot-sur-Fontaine,France,Europe,+33 4 41 59 00 89,87151,camille57@tiscali.fr
205,Delahaye,Adélaïde,1997-08-14,2012-06-05,"38, avenue Ribeiro",Charles-sur-Mer,France,Europe,01 60 20 52 11,69020,laurent89@live.com
206,Maury,Édith,2002-10-02,2015-12-25,"252, rue Morel",Mace-sur-Mer,France,Europe,0809899013,54296,traorefrancoise@laposte.net
207,Colin,Véronique,1963-07-30,2015-11-02,boulevard de Da Costa,LefèvreBourg,France,Europe,,51775,omarechal@ramos.fr
208,Menard,Grégoire,1983-09-30,2013-05-04,"99, avenue Julien Chauveau",Blot-la-Forêt,France,Europe,+33 5 38 28 60 90,99050,elisemendes@yahoo.fr
209,Legendre,Julien,1964-12-07,2017-03-03,"593, rue Manon Grenier",Laurent,France,Europe,+33 (0)4 34 99 84 63,46646,victoire87@gmail.com
210,Lacroix,Édouard,1954-10-04,2014-03-06T14:30:56.287485,"77, rue Emmanuel Barre",Roussel,France,Europe,0356569434,63832,moulinnoel@bouygtel.fr
211,Alexandre,Zoé,1938-03-22,2016-10-05,"84, rue de Bernier",Maréchal,France,Europe,,28729,qjoseph@schneider.fr
212,Laporte,Paul,1942-06-10,2020-02-26,"1, chemin de Pasquier",Bourgeois-sur-Mer,France,Europe,,24730,lopespatricia@voila.fr
213,Dufour,Véronique,1963-12-19,2017-02-18,"63, rue Daniel",Guillotboeuf,France,Europe,0485057685,12698,jeanschmitt@legros.net
214,Mary,Adèle,1937-07-09,2011-08-23,"15, boulevard Deschamps",Chrétien,France,Europe,0183361377,21363,lpoirier@live.com
215,Coulon,Augustin,1967-08-25,2016-05-07,"7, chemin Chrétien",Vidal,France,Europe,0104529580,56919,marcelle41@noos.fr
216,Jacquot,Léon,1993-01-20,2009-07-29,"407, avenue de Bailly",Lucasnec,France,Europe,0342755500,78749,macevictoire@free.fr
217,Hamon,Nathalie,1987-07-04,2022-02-13,"393, chemin de Gérard",Gautier-les-Bains,France,Europe,+33 (0)8 08 61 34 66,90927,antoinecoulon@dbmail.com
218,Da Silva,Denis,1942-01-11,2015-12-09,"7, avenue Dominique Chauvet",Sainte HenrietteBourg,France,Europe,+33 (0)2 00 30 15 28,66148,henriette80@leclercq.net
219,Bonnin,Rémy,1955-06-06,2009-04-01,chemin de Lelièvre,Saint JulienVille,France,Europe,+33 6 78 35 88 59,61372,cdiallo@toussaint.org
220,Techer,Jacques,1948-11-27,2014-03-06T14:30:56.287485,"323, boulevard de Poirier",Dupré,France,Europe,0808618153,54314,julienbenoit@loiseau.com
221,Jacques,Frédéric,1979-10-23,2016-02-04,"677, boulevard Thierry Guilbert",Allainboeuf,France,Europe,+33 1 24 58 84 67,89523,gillesthomas@faure.org
222,Pires,Suzanne,2001-02-25,2018-07-18,"74, chemin de Lesage",Fleuryboeuf,France,Europe,0199361468,48598,jean73@gmail.com
223,Charles,Aimé,1999-08-01,2014-03-06T14:30:56.287485,"836, rue Pénélope Hoareau",Carondan,France,Europe,03 69 06 85 75,44942,sebastienroche@live.com
224,Coste,Isaac,1978-12-20,2018-07-29,avenue Hélène Rodriguez,Françoisboeuf,France,Europe,+33 1 48 85 22 40,39267,lremy@blanchard.fr
225,Voisin,Agathe,1964-11-10,2010-05-01,chemin Raymond Leroy,Antoine-sur-Merle,France,Europe,0623340758,55596,chartierhonore@rousseau.com
226,Ferreira,Philippine,2001-02-26,2013-11-13,"37, avenue Susanne Fournier",Voisin,France,Europe,0802098873,33549,antoinettecolas@orange.fr
227,Goncalves,Clémence,1959-09-23,2009-03-14,rue Hervé,Simon,France,Europe,0477394059,76729,maggie78@sfr.fr
228,Lemaître,Margot,2004-05-09,2018-04-03,"9, rue Colette Briand",Bigot,France,Europe,+33 3 60 52 44 26,43739,arobin@dupuis.com
229,Prévost,Michèle,1974-09-02,2011-03-31,"833, rue Andre",Faivredan,France,Europe,+33 3 72 52 17 41,13242,cpetit@laposte.net
230,Delaunay,Yves,1942-09-27,2021-05-09,"324, rue Roux",Paul,France,Europe,+33 6 83 30 50 57,68229,bernadettepages@noos.fr
231,Gay,Gabriel,1993-06-27,2021-01-11,"4, rue Jules Costa",Guérin,France,Europe,+33 (0)8 01 97 22 44,28422,andrebailly@laurent.fr
232,Denis,Andrée,2000-12-31,2016-04-22,"91, rue Noël Lacombe",Saint Grégoire-les-Bains,France,Europe,04 16 22 70 04,76349,eric17@leduc.org
233,Renault,Juliette,1990-11-20,2017-02-07,"55, boulevard Fournier",Sainte Hélènedan,France,Europe,,25039,thibaultdupre@tiscali.fr
234,Garnier,Michelle,1993-04-06,2021-02-01,"9, rue de Laurent",Poulain,France,Europe,0513435361,19836,qsalmon@picard.com
235,Colin,Corinne,1997-09-29,2010-05-10,"8, chemin Alix Pereira",Lemoine,France,Europe,+33 8 06 83 23 83,46515,roger54@gmail.com
236,Marchand,Hélène,1977-10-14,2016-06-28,"53, boulevard Bouchet",Saint AlexBourg,France,Europe,,76270,aaubry@launay.com
237,Ollivier,Auguste,1980-09-20,2011-04-24,"224, rue de Robin",Bourdon,France,Europe,01 71 02 78 03,91140,aurelie92@live.com
238,Lefèvre,Michèle,1958-06-22,2010-01-17,"179, boulevard Sabine Vasseur",LarocheVille,France,Europe,08 06 88 49 95,41146,elodie05@bertrand.fr
239,Gillet,Victor,1948-05-31,2015-11-07,"4, chemin Gérard",Leclercq,France,Europe,0157185434,56159,jeannine12@rousseau.fr
240,Jacquet,Brigitte,1997-05-20,2014-03-06T14:30:56.287485,"33, chemin Menard",Maillet-sur-Fabre,France,Europe,+33 (0)4 17 71 06 25,64679,zdumont@orange.fr
241,De Oliveira,Isabelle,1987-09-21,2015-12-07,"416, rue de Brunel",Morel,France,Europe,0353879791,65516,charles63@bourgeois.org
242,Bonnet,Lorraine,1977-04-16,2019-11-11,"460, rue Marcel Durand",Deschamps,France,Europe,,35038,daniellelegros@lemaire.org
243,Pichon,Sophie,1988-02-01,2022-04-02,"9, chemin Bodin",Martin,France,Europe,,92402,parisluc@peron.fr
244,Hamon,Étienne,1938-12-11,2010-05-30,"91, chemin de Marchal",Sainte Tristan-les-Bains,France,Europe,,70830,sauvageaurore@besson.com
245,Morvan,Madeleine,1987-03-23,2019-04-03,"5, boulevard Jean",Sainte VictorBourg,France,Europe,+33 (0)1 06 78 59 17,20409,hoareaujeannine@dupont.fr
246,De Oliveira,Christine,1982-02-06,2019-12-27,"18, avenue de Arnaud",Saint Jeannine,France,Europe,0248255055,31555,perretanouk@yahoo.fr
247,Leblanc,Charles,2002-01-31,2012-02-21,"65, rue Tristan Baron",Bernard,France,Europe,+33 (0)1 48 12 79 32,15813,astridlebon@noos.fr
248,Lopez,Théophile,1945-04-17,2019-08-04,"53, chemin Lemonnier",Perrin-sur-Mer,France,Europe,01 25 04 60 30,81304,stephanedurand@yahoo.fr
249,Lucas,Frédérique,1965-02-25,2018-09-20,"784, rue Zacharie Meunier",Lecomte,France,Europe,+33 (0)1 88 98 68 82,86062,foucherrenee@laposte.net
250,Gillet,Olivie,1967-02-12,2016-04-06,"307, rue Duval",Hervédan,France,Europe,+33 (0)2 93 52 77 14,08438,thibault08@cohen.fr
251,Garnier,Margaud,1954-06-13,2023-04-04,"79, avenue Meunier",Saint Odette-la-Forêt,France,Europe,0407064660,39281,aime84@voila.fr
252,Guilbert,Céline,1990-11-28,2017-10-08,"489, rue Lopez",Pons-sur-Gilbert,France,Europe,+33 (0)6 43 13 47 89,96945,thibaultle-goff@sfr.fr
253,Gros,Émilie,1961-02-27,2009-05-28,"53, rue Nicolas Mercier",Saint Simone,France,Europe,+33 5 04 22 09 08,69471,thierrygermain@bouygtel.fr
254,Masse,Marc,1982-04-23,2015-12-18,"423, boulevard Honoré Rey",Saint Joseph,France,Europe,+33 4 29 09 42 36,68642,hortense76@gaillard.fr
255,Poulain,Stéphanie,1963-09-11,2010-03-26,rue Chevallier,BouvierVille,France,Europe,0632291757,68916,labbejules@nicolas.com
256,Berthelot,Catherine,1951-06-20,2018-09-08,rue Lacombe,Valentin-sur-Sauvage,France,Europe,+33 (0)3 76 45 37 84,77410,chretienmathilde@lucas.net
257,Charpentier,Audrey,2004-06-21,2012-09-05,avenue Henri Teixeira,Allard,France,Europe,01 49 73 74 99,44009,vincentamelie@dbmail.com
258,Jacques,Nathalie,1976-03-30,2011-08-03,boulevard Perrier,Sainte Richard,France,Europe,+33 (0)1 11 97 22 87,78880,vfaivre@orange.fr
259,Lopez,Margaux,1990-03-12,2014-03-06T14:30:56.287485,"29, avenue de Neveu",Nicolas,France,Europe,+33 (0)2 20 04 15 90,60061,egosselin@free.fr
260,Peltier,Michèle,1994-02-20,2010-12-07,"60, boulevard Pineau",Lagarde,France,Europe,,94686,rjoly@vallee.fr
261,Merle,Valentine,1948-12-09,2017-04-28,"61, rue Delorme",Leclercboeuf,France,Europe,,92722,jean74@tele2.fr
262,Masse,Laurence,1942-11-10,2022-11-27,"96, boulevard de Morin",Saint CapucineVille,France,Europe,06 16 51 31 39,53680,benoit54@yahoo.fr
263,Leblanc,Gabriel,1972-02-23,2014-03-06T14:30:56.287485,"69, rue de Le Gall",Denisdan,France,Europe,01 40 96 64 52,81742,vincentguilbert@bouygtel.fr
264,Sanchez,Pauline,1956-11-08,2014-03-06T14:30:56.287485,"853, boulevard Martins",Gomez-sur-Bernard,France,Europe,05 13 81 74 67,99905,rogeranastasie@tiscali.fr
265,Lebrun,William,2005-07-25,2017-10-21,"7, boulevard André Maurice",Brianddan,France,Europe,0554583605,69069,cbarthelemy@martinez.fr
266,Daniel,Pauline,1972-06-07,2014-03-06T14:30:56.287485,boulevard Lévêque,Fernandez-sur-Faure,France,Europe,01 51 00 22 17,95702,lbourdon@allain.fr
267,Costa,Éléonore,1979-03-13,2023-08-10,rue de Boucher,Leconte-sur-Gros,France,Europe,,26195,rocherpaul@maillet.com
268,Pottier,Grégoire,1984-01-26,2023-12-15,"85, rue Marine Robin",Perrin-la-Forêt,France,Europe,,88654,cecilethomas@mallet.fr
269,Bertrand,Marc,1981-12-19,2011-03-26,"39, rue de Germain",Guillot,France,Europe,+33 1 39 81 18 06,37803,ferreirajacqueline@lemaire.com
270,Vincent,Henri,1959-01-06,2012-10-23,"824, rue Anaïs Lebrun",Marie-sur-Boutin,France,Europe,+33 1 57 73 47 68,31620,michellelombard@nicolas.com
271,Bodin,Renée,1960-07-03,2015-01-30,"6, rue Fournier",AubertVille,France,Europe,,57778,wdumas@hotmail.fr
272,Charles,Aimée,1992-02-09,2023-09-27,"61, boulevard Marc Bonnin",Grenier,France,Europe,+33 (0)5 77 69 63 09,42410,bertrandschmitt@live.com
273,Seguin,Joséphine,1970-06-22,2014-03-06T14:30:56.287485,"699, chemin Bernier",Saint Madeleine-les-Bains,France,Europe,,10819,georgeschauveau@club-internet.fr
274,Rivière,Martine,1974-06-22,2011-04-17,"78, boulevard de Maillot",Danielnec,France,Europe,,40708,bernard98@wanadoo.fr
275,Lecomte,Anouk,1953-08-02,2011-09-17,"77, chemin de Teixeira",Pineau-sur-Laroche,France,Europe,+33 1 09 94 64 80,24679,kbarbe@live.com
276,Traore,Danielle,2000-02-17,2012-10-21,"76, rue Leroy",Diallo,France,Europe,03 19 20 34 20,93911,theophilelaroche@ifrance.com
277,Richard,Brigitte,1981-08-12,2014-03-06T14:30:56.287485,"58, chemin Odette Ferrand",Lefort,France,Europe,0168603539,72953,aureliepages@gmail.com
278,Lesage,Anaïs,1976-04-17,2016-07-06,"89, rue de Evrard",Besson,France,Europe,,25171,gillesfrancoise@ifrance.com
279,Lemoine,Marianne,1935-05-09,2011-10-11,avenue de Le Goff,BodinVille,France,Europe,06 01 80 02 06,84002,marchalbernard@ifrance.com
280,Blin,Pierre,1946-03-07,2009-09-16,"155, chemin de Legrand",Boulay,France,Europe,03 93 68 99 56,06414,sabine56@clement.org
281,Bailly,Agnès,1988-11-26,2009-03-05,boulevard Lucy Dupuis,Paul,France,Europe,,35351,hamonpatrick@sfr.fr
282,Gay,Marcel,2000-12-13,2011-04-02,"379, boulevard Rey",Humbert,France,Europe,,77695,dbrunel@club-internet.fr
283,Guillou,Véronique,1971-12-25,2020-03-08,boulevard Agnès Lopes,Foucher-sur-Mer,France,Europe,,44036,thibault42@reynaud.net
284,Gosselin,Jean,1935-10-25,2021-08-13,"5, avenue de Poulain",Sauvage-la-Forêt,France,Europe,05 91 34 56 39,84908,xdelaunay@besson.com
285,Bègue,Adélaïde,1987-11-04,2022-03-04,"56, avenue de Guilbert",LeroyVille,France,Europe,,32319,agnes84@laposte.net
286,Allain,Margot,1993-09-25,2012-09-25,"59, boulevard de Bousquet",Dumas,France,Europe,01 02 67 28 72,85484,danielle74@marques.fr
287,Boutin,Adrienne,1934-03-28,2022-07-19,"18, chemin Céline Robert",Fleury,France,Europe,0183663219,59674,theophileduhamel@maillard.com
288,Texier,Benoît,1970-06-14,2023-05-04,"52, boulevard Fontaine",Guichard,France,Europe,,24667,lopezjules@live.com
289,Marie,Suzanne,1979-10-16,2023-05-30,avenue Alice Delmas,Lebrundan,France,Europe,0133959709,78919,krobert@bouvier.com
290,Garcia,Vincent,2001-11-24,2020-03-10,"84, boulevard Ferreira",Sainte Nicolas,France,Europe,,64574,xregnier@boulay.com
291,Moreno,Valérie,1959-11-24,2013-09-04,"24, rue Patricia Laine",Menard-sur-Masson,France,Europe,,02661,sabinebourdon@leleu.com
292,Bernier,Diane,1965-06-23,2017-09-07,avenue de Joubert,LejeuneVille,France,Europe,+33 (0)8 02 89 94 44,43895,operrin@bouygtel.fr
293,Bernier,Mathilde,1995-08-27,2010-03-04,"55, chemin Thierry",Saint Bernadette,France,Europe,0807777435,68227,paulettebousquet@orange.fr
294,Martineau,Laurence,1961-10-15,2019-09-07,"2, chemin Le Gall",Sainte Marie,France,Europe,+33 (0)4 09 57 55 80,78286,margaretrousset@club-internet.fr
295,Guillaume,Zacharie,1970-03-12,2018-10-03,"42, rue Martin",Lacroix,France,Europe,,60445,rogertherese@charles.net
296,Perret,Pénélope,1996-11-29,2016-12-14,"1, rue Christelle Rolland",Sainte Émiliedan,France,Europe,04 02 95 93 55,34721,diane85@ifrance.com
297,Rolland,Émilie,1987-08-08,2015-02-06,"4, avenue Bourgeois",Sainte Éléonore,France,Europe,0803333486,14027,catherinelegros@blanc.fr
298,De Sousa,Alix,2000-02-21,2014-03-20,"406, chemin de Duval",Rossi,France,Europe,+33 (0)2 20 98 23 41,61430,perrotclaudine@fernandez.fr
299,Rodriguez,Juliette,1947-11-04,2011-09-12,"8, rue Regnier",Hervé-sur-Dupuis,France,Europe,+33 5 20 14 40 32,83702,rhernandez@bouygtel.fr
300,Bigot,Julien,1968-02-14,2020-05-04,"83, avenue Anaïs Lenoir",Salmon-sur-Vallée,France,Europe,01 88 61 74 90,67154,christiane17@tiscali.fr
301,Boyer,Maurice,1989-08-08,2021-10-30,"31, rue de Hernandez",Sainte Éléonore,France,Europe,0413539333,67198,antoinemerle@de.fr
302,Bègue,Susan,1996-11-17,2023-03-30,"17, avenue Weber",Saint Marinedan,France,Europe,+33 1 29 79 19 56,89822,yvesfaivre@mathieu.net
303,Nicolas,Élise,1960-12-27,2023-12-19,"90, chemin Gimenez",Charrierboeuf,France,Europe,0191523628,47378,osimon@caron.fr
304,Reynaud,Arnaude,1995-09-22,2012-06-21,"57, rue Hamon",Chartier-la-Forêt,France,Europe,,43214,virginie68@noos.fr
305,Boucher,Alex,1984-07-01,2009-12-13,"5, avenue Thierry Diaz",Mathieu,France,Europe,+33 2 72 27 85 73,62331,adele76@valette.fr
306,Allard,Benjamin,1966-02-28,2012-12-28,"55, avenue Seguin",Poulain-les-Bains,France,Europe,,55037,anastasiegilbert@wanadoo.fr
307,Lacombe,Margot,1990-08-19,2023-02-28,"14, rue de Dufour",Imbertboeuf,France,Europe,+33 5 70 83 21 04,61914,mullermartine@hotmail.fr
308,Duhamel,Marguerite,1960-04-04,2018-02-07,"68, boulevard de Ferrand",Rey,France,Europe,02 79 65 36 86,43828,sylviegilbert@noos.fr
309,Caron,Eugène,2003-08-28,2013-05-23,"97, chemin Émile Baron",Sainte Laure,France,Europe,+33 (0)1 15 95 13 73,31197,vcaron@bodin.com
310,Faure,Inès,1979-10-22,2022-09-25,"14, chemin Dominique Jacquet",Bouvet-sur-Cousin,France,Europe,0398720069,81419,alainboulay@wanadoo.fr
311,Nicolas,Marguerite,1951-12-18,2019-05-04,"94, boulevard Garnier",Albert-les-Bains,France,Europe,+33 1 06 75 98 35,21096,eleonore15@dbmail.com
312,Gay,Bertrand,1983-02-07,2018-03-12,"39, avenue Édith Pascal",Daniel,France,Europe,+33 (0)1 40 06 38 20,09760,eleonoreroger@bouygtel.fr
313,Jourdan,Lucas,1981-02-16,2014-03-06T14:30:56.287485,"66, avenue de Huet",Diaz-les-Bains,France,Europe,,87858,aureliebarbe@club-internet.fr
314,Bernard,Michelle,2006-02-05,2020-06-22,"47, rue Margaux Gaudin",Webernec,France,Europe,0148012055,40497,gillesleleu@clerc.com
315,Berger,Franck,1947-08-27,2014-09-20,"65, boulevard Laroche",François-les-Bains,France,Europe,+33 (0)6 89 09 81 17,59880,juliette67@free.fr
316,Peltier,François,1981-10-27,2021-08-28,"99, rue Juliette Marty",Saint Virginie,France,Europe,,81277,marcellerichard@live.com
317,Gomes,Thérèse,2000-10-11,2010-06-17,rue Pruvost,Fournierdan,France,Europe,0138991200,45716,jacqueline69@wanadoo.fr
318,Mercier,Véronique,1954-10-06,2014-08-14,"1, rue Cohen",RouxVille,France,Europe,0427316984,24513,lecoqjoseph@delattre.net
319,Fournier,Charles,1968-11-19,2015-01-30,"60, rue de Rousset",PeronVille,France,Europe,0682701653,72496,berthelotsuzanne@petitjean.com
320,Perrot,Roger,1983-01-19,2010-02-16,"69, avenue de Pascal",Navarro,France,Europe,06 69 69 43 27,47022,laetitiaaubry@guilbert.com
321,Duval,Luc,1990-04-03,2022-04-28,"248, rue Adrien Diallo",Hervé,France,Europe,+33 1 85 66 18 38,64266,brigitte27@girard.com
322,Sanchez,Alice,1985-09-17,2012-12-11,"46, avenue Riou",Lopez,France,Europe,+33 (0)1 96 95 01 07,34170,margotaubert@club-internet.fr
323,Rey,Dominique,1985-09-22,2022-12-10,"10, avenue Clémence Ruiz",Poulain-la-Forêt,France,Europe,05 15 53 12 11,43580,yleger@club-internet.fr
324,Leclerc,Julien,1934-01-29,2023-03-24,"98, avenue Thibault",Pierre-sur-Mer,France,Europe,01 69 05 61 53,49794,benoitgregoire@langlois.fr
325,Roy,Olivie,1960-07-15,2013-07-14,rue Louise Diaz,BarbeBourg,France,Europe,+33 (0)3 60 51 73 10,43381,sabine54@tele2.fr
326,Martin,Adélaïde,1954-04-08,2009-03-18,rue Thierry Julien,Paris-les-Bains,France,Europe,+33 1 58 59 20 05,14556,gabriel24@free.fr
327,Barre,Noël,1975-12-26,2016-06-30,rue Fischer,Vaillant-sur-Neveu,France,Europe,+33 (0)8 04 84 20 59,63461,penelopeschneider@vallet.com
328,Leblanc,Noémi,1981-04-26,2012-01-31,"9, boulevard Louise Fernandes",Gillet-sur-Mer,France,Europe,0237320205,00216,didieragnes@wanadoo.fr
329,Moreau,Sylvie,1993-02-15,2017-09-05,"86, rue Mahe",Gilbert,France,Europe,0579330928,72847,mvallet@wanadoo.fr
330,Mahe,Aurélie,1951-10-19,2013-04-28,"56, chemin Roussel",Tessier,France,Europe,,35518,aime18@pottier.fr
331,Petit,Sophie,1938-04-02,2020-01-17,"14, chemin Renaud",Sainte Sabinedan,France,Europe,0314676437,10669,georgeshenriette@gallet.fr
332,Dos Santos,Susanne,1990-12-30,2023-12-19,"55, chemin Christelle Langlois",LetellierBourg,France,Europe,+33 (0)3 56 32 50 28,96094,richardjeanne@laposte.net
333,Bouvier,Christine,1962-06-24,2012-07-19,"52, rue de Dias",Leconteboeuf,France,Europe,,10337,bouchetauguste@aubry.com
334,Paris,Suzanne,1975-09-09,2016-03-12,boulevard Fournier,Gérard,France,Europe,0628831068,86777,sophiebenard@voila.fr
335,Salmon,Marine,1967-04-20,2009-04-05,"7, avenue de Marchal",Garnier-sur-Brunet,France,Europe,06 26 86 31 42,57411,eperez@blondel.fr
336,Pelletier,Luc,1945-02-23,2010-03-15,"52, avenue Besnard",PagesBourg,France,Europe,0171840224,23077,laure88@morel.fr
337,Legrand,Charlotte,1977-03-11,2015-01-22,"52, boulevard de Guibert",Saint Corinne,France,Europe,+33 4 80 15 31 74,93481,bhumbert@ferrand.fr
